job_title,address,employment_type,seniority,min_experience,job_categories,salary_type,salary_range,job_description,job_skills
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
"Tech Lead (Distributed Database), Data Platform",1 RAFFLES QUAY 048583,Full Time,Professional,5 years exp,Information Technology,Monthly,"$10,000to$20,000","About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul, and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About the team
TikTok and affiliates are developing the next-generation high-performance analytical database, with a mission to enable efficient and real-time data-driven decision-making on PB-level data sets. The initial product was forked from Clickhouse, after which large re-architecture had been taken place. The product now not only improves the efficiency of Clickhouse but also fits into the elastic cloud-native infrastructure with better scalability and resource utilization. With years of polishment in the internal EB-level scenarios, we are now ready to serve our business partners via various cloud vendors.

What you will be doing:
You will be contributing directly to the database engine, including but not limited to storage, query execution, metadata management, resource management, and performance optimization. By joining this team, you can look forward to a great opportunity to solve hard problems and grow.
- Contribute to the database engine, by leading technical design, implementation, and verification
- Ensure code quality, extensibility, and sustainability within the module/project
- Being hands-on to solve hard problems as well as creating an opportunity for junior engineers to grow
- Support your team by creating a transparent, open, and creative culture

Qualifications:
- Bachelor Degree in Computer Science or related major
- At least 5 years of backend experience with at least 1 year of tech leadership experience
- Expert with Linux operating system principles, networking, and multi-threading
- Expert in software development skills in modern C++
- Expert in working on one or more of these technologies is a plus: ClickHouse, Apache Impala, Prestodb, Trino, Apache Doris, PostgreSQL, MySQL, Greenplum
- Contributor/Committer or PMC of the open-source community is a plus

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.","['Scalability', 'PostgreSQL', 'ClickHouse', 'Database Systems', 'Database optimisation', 'Greenplum', 'network optimisation', 'MySQL', 'Impala', 'Database Administration', 'Process Optimisation', 'Open Source communities', 'Linux System', 'OLAP', 'Resource Management', 'Metadata', 'Metadata Management', 'Linux', 'C++']"
Postdoctoral Researcher – Data-driven Urban Modelling (C3282),1 CREATE WAY 138602,"Contract, Full Time",Professional,1 year exp,Sciences / Laboratory / R&D,Monthly,"$8,992to$10,345","Introduction
ETH Zurich is one of the leading universities of the world with a strong focus on science and engineering. In 2010 it established the Singapore-ETH Centre (SEC) in collaboration with the National Research Foundation (NRF) to do interdisciplinary research on pressing problems.
The centre currently runs several research programmes with the Future Cities Laboratory Global (FCL) as one of the programmes. It is home to a community of over 100 PhD, postdoctoral and Professorial researchers working on diverse themes related to sustainable cities and resilient infrastructure systems. In the course of their work, researchers actively collaborate with universities, research institutes, industry, and government agencies with the aim of offering practical solutions.
Project background
The Resource Efficient Urban Intensification (EFF) research group within FCL, SEC, aims to derive quantitative, predictive models of how the densification of cities impacts their social and economic functioning, as well as their resource efficiency. To that end, the research will make use of large-scale human activity data (e.g., aggregated mobile phone data) and other types of urban data.
FCL Global in Singapore is looking for an exceptional candidate to fill a postdoctoral fellow position for 2 years in the field of data-driven urban modelling.
Job Description

Analysis of ‘big’ urban data with respect to human activity patterns in cities.
Development of mathematical models for the densification of cities and its impact on the social and economic life, as well as on the urban resource efficiency.
Contribution to the design of the research project.
Collaboration with both academic and industrial partners of the project.
Co-authorship of scientific publications in leading peer-reviewed journals and/or top conferences.

Requirements
The ideal candidate should have:

PhD degree in Computer Science, Physics, Engineering, or equivalent
Strong track-record of publications
Experience in the field of urban analytics and/or human mobility
Practical skills in MATLAB, Python and/or R, as well as in the use of GIS tools
Strong communication skills in English, both oral and written

Information about the application process and contact for applicants
We look forward to receiving  your online application with the following documents:

Curriculum Vitae (CV) including educational history, full list of publications, awards, etc
Cover letter explaining your interests, goals, and how they would relate to and fit in with the EFF group’s research
Copy of your publication relevant to the project
Contact details of at least 2 references, mentioning for each of them the professional relationship you have with them

Applications via email or postal services will not be considered.
Work location: 1 Create Way, CREATE Tower, Singapore 138602 (NUS University Town)
Further information about The Singapore-ETH Centre can be found on our website: https://sec.ethz.ch/
The Singapore-ETH-Centre is an equal opportunity and family-friendly employer. All candidates will be evaluated on their merits and qualifications, without regards to gender, race, age or religion.","['Local Government', 'Machine Learning', 'Materials Science', 'Psychology', 'Physics', 'Formulation', 'Electrical', 'GIS', 'Research and Development', 'Good Communication Skills', 'Python', 'Statistics', 'Publications', 'Laboratory']"
2812 - Project Engineer [ Data Centre  /  Potong Pasir  /  Infrastructure  /  Construction ],"SHENTON HOUSE, 3 SHENTON WAY 068805","Permanent, Full Time",Junior Executive,3 years exp,Engineering,Monthly,"$3,000to$4,500","Project Engineer

Working Days: 5 Days
Working Hours: 9am - 6pm
Salary: $3000 - $4500
Location: Potong Pasir [Office] // Island-wide [Site]

Requirements:

Diploma in Mechanical Engineering
With experience in data centre / infrastructure / construction engineering is a plus

Jobs Scope:

Develops project objectives by reviewing project proposals and plans; conferring with management
Determines project responsibilities by identifying project phases and elements; assigning personnel to phases and elements; reviewing offers from contractors
Determines project specifications by studying product design, customer requirements, and performance standards; completing technical studies; preparing works estimates
Confirms product performance by designing and conducting tests
Determines project schedule by studying project plan and specifications; calculating time requirements; sequencing project elements
Maintains project schedule by monitoring project progress; coordinating activities; resolving problems
Controls project plan by reviewing design, specifications, and plan and schedule changes; recommending actions
Controls project costs by approving expenditures; administering contractor contracts
Prepares project status reports by collecting, analysing, and summarizing information and trends; recommending actions
Maintains safe and clean working environment by enforcing procedures, rules, and regulations
Maintains product and company reputation by complying with regulations
Maintains and controlling of paperwork and submittals for approval requirements
Contributes to team effort by accomplishing related results as needed
Travel to project sites to witness start-up, integration, and training session
Assist in preparation of tender or pre-sales work whenever necessary
","['Submittals', 'Microsoft Office', 'Construction', 'Quality Control', 'Product Design', 'Drawing', 'Project Planning', 'Estimates', 'Procurement', 'Compliance', 'Project Management', 'AutoCAD', 'Team Player', 'Scheduling', 'Commissioning', 'Mechanical Engineering']"
 , , , , , , , , , 
 , , , , , , , , , 
Senior Platform and Data Engineer,30A KALLANG PLACE 339213,Full Time,Senior Executive,5 years exp,Information Technology,Monthly,"$7,000to$10,000","Responsibilities:

Familiarize with Ensign’s business domain and objectives to develop and deploy big data analytics applications that meet internal business requirements and the needs of partners and customers
Lead the design, development, testing, deployment of efficient and reliable big data processing workflows that follow secure SDLC practices
Design, develop, manage data warehouse architecture and relational databases
Provide monitoring, maintenance and support for system operations as part of M&S as required in commercial projects
Embrace the challenge of dealing with terabytes to petabytes of data on a daily basis
Manage different experimentation, development, staging, production environments to provide overall system functionality, health, scalability, resiliency, and security
Responsible for implementing and maintaining complex big data projects with a focus on collecting, parsing, managing, and analysing large sets of data to turn information into insights using multiple platforms
Deliver detailed documentation and ensure quality throughout project lifecycle

Requirements:

Bachelor’s degree in Computer Science/Information Systems/Computer Engineering or equivalent
Minimum 5 years of experience developing data engineering pipelines or machine learning operations using big data platforms (e.g. Hadoop, Apache Spark, MPP DBs)
Good in-depth knowledge of Hadoop ecosystem (e.g. HDFS, Impala, Kafka, Spark, NiFi, Elasticsearch), associated tools and cloud-based technologies (e.g. EMR, Redshift, S3)
Extensive experience in programming (PySpark, Scala) for data engineering
Understanding of modern software engineering tools such as Git, Bitbucket, Jenkins, Maven
Highly proficient at reading, profiling, parsing, transforming, cleansing and integrating data from various sources (structured, semi-structured and unstructured)
Have strong knowledge in secure SDLC and DevSecOps to design, develop, test, and deploy applications for customer projects
Knowledge in Agile and CI/CD is desirable
Comfort and experience working in Linux environment
Aptitude for automation and software profiling
Experience in Cyber Security / Telco industry will be an advantage
Proven ability to handle multiple customer projects concurrently
Detail-oriented, solution-focused and problem solver
","['Information Security', 'Machine Learning', 'PySpark', 'Big Data', 'DevOps', 'Pipelines', 'SDLC', 'Data Engineering', 'Data Analytics', 'Linux']"
 , , , , , , , , , 
Senior Platform and Data Engineer,30A KALLANG PLACE 339213,Full Time,Senior Executive,3 years exp,Information Technology,Monthly,"$5,000to$10,000","Duties and Responsibilities

Familiar with Ensign’s business domain and objectives to develop and deploy solutions that meet internal and customer requirements
Responsible for the design, build and administration of multi-node data lakes, and data warehouses and data marts
Responsible for health monitoring, solve cluster issues, patching and upgrades
Responsible for node administration, load balancing with add/remove/recovery of nodes
Ensure cluster stability, smooth upgrade releases and solving platform issues by investigating and applying solutions/patches
Deliver detailed documentation and ensure quality throughout project lifecycle

Requirements

Bachelor’s degree in Computer Science/Information Systems/Computer Engineering
Minimum 3 years of hands-on experience on cluster installation, deployment, upgrade, maintenance, troubleshooting various cluster issues and optimizing for better performance
Hands-on experience managing multi-node big data application platforms

​​ - HDFS, YARN, Spark, Hive, Presto, Apache Airflow

Hands-on experience managing multi-node messaging queue platforms

​ - Kafka, Rabbit MQ, Nifi

Hands-on experience managing multi-node containerization and orchestration platforms

​ - Docker, Docker Swarm, Kubernetes

Hands-on experience managing multi-node data warehousing platforms

​ - MongoDB, MySQL, PostgreSQL, ElasticSearch

Hands-on experience on setting up 3rd party applications

​ - GitLab, Arkime

Hands-on experience on setting up security features

- Kerberos, AD, LDAP, Keycloak

Strong awareness of data security, data governance and performance, with an ability to deliver these key non-functional requirements
","['Troubleshooting', 'LDAP', 'Kubernetes', 'PostgreSQL', 'Big Data', 'MySQL', 'Data Security', 'Data Governance', 'Spark', 'Data Warehousing']"
Big Data R&D Engineer - Game Direction,1 RAFFLES QUAY 048583,"Permanent, Full Time",Executive,5 years exp,Engineering,Monthly,"$10,000to$20,000","Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.   

Why Join Us 
At ByteDance, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for millions of users across all of our products. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at ByteDance.  

Team Introduction 
The mission of the Data Platform Singapore Business Partnering (DPSG BP) team is to empower the Bytedance Business with data. Our goal is to build a Data Warehouse that can cater to batch and streaming data, Data Products that provide useful information to build efficient data metrics & dashboards which will be used to make smarter business decisions to support business growth. If you're looking for a challenging ground to push your limits, this is the team for you!  

As a data engineer in the data platform team, you will have the opportunity to build, optimize and grow one of the largest data platforms in the world. You'll have the opportunity to gain hands-on experience on all kinds of systems in the data platform ecosystem. Your work will have a direct and huge impact on the company's core products as well as hundreds of millions of users.  

What you'll do: 
- Involved in the construction of offline and real-time data warehouses for our game business; 
-  Optimizing the data ETL process and solving technical issues related to massive data ETL - Involved in data governance work in complex data link dependencies and multi-dimensional data content ecology 
- Leveraging on our middle-platform architecture and product system to quickly implement data solutions for business.

Qualifications
- Bachelor or Masters degree in Computer Science or related technical field or equivalent practical experience 
- At least 3 years of experience in the Big Data technologies(Hadoop, M/R, Hive, Spark, Metastore, Presto, Flume, Kafka, ClickHouse, Flink etc.) 
- Experience with performing data analysis, data ingestion and data integration 
- Experience with schema design and data modeling 
- Experience with ETL (Extraction, Transformation & Loading) and architecting data systems 
- Experience in writing, analyzing and debugging SQL queries 
- Experience working with gaming business will be a plus 
- Deep understanding of various Big Data technologies 
- Passionate and self-motivated about technologies in the Big Data area 
- Solid communication and collaboration skills  

ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.","['Data Analysis', 'Big Data', 'Data Modeling', 'Pipelines', 'ClickHouse', 'ETL', 'Data Integration', 'Data Engineering', 'SQL', 'Python', 'Writing', 'Pico', 'Java', 'Debugging']"
 , , , , , , , , , 
2812 - Personal Assistant [ Report  /  Secretarial  /  Admin  /  Document  /  Presentation  /  Data  /  Travel Arrangement ],"SHENTON HOUSE, 3 SHENTON WAY 068805","Permanent, Full Time",Junior Executive,2 years exp,Admin / Secretarial,Monthly,"$3,000to$4,000","Position title : Personal Assistant
Location: Woodlands
Working days : 8.30am to 5.30 Monday to Friday
Salary : SGD $ 3,000 – SGD $ 4,000 ; Bonus (at least 1 month)

Job Duties/Descriptions:
-Reporting to senior management and performing secretarial and administrative duties 
- Typing, formatting, and editing reports, documents and presentations.
- Entering data, maintaining databases, and keeping records
- Liaising with internal departments, answering calls, and making travel arrangement
- Managing internal and external correspondence on behalf of senior management
- Scheduling appointments, maintain an events calendar and sending reminders 
- Preparing facilities for scheduled events and arranging refreshments, if requried","['Microsoft PowerPoint', 'Microsoft Office', 'Interpersonal Skills', 'Arranging', 'Data Management', 'Office Management', 'Administration', 'Data Entry', 'Pressure', 'Communication Skills', 'Administrative Support', 'Scheduling', 'Databases']"
6606 - Project Engineer [ Mechanical  /  Engineering  /  Project Management  /  Data Centre  /  Infrastructure  /  Construction Engineering ],"SHENTON HOUSE, 3 SHENTON WAY 068805","Permanent, Full Time",Executive,2 years exp,Engineering,Monthly,"$3,000to$4,500","Project Engineer

Working Days: 5 Days
Working Hours: 9am - 6pm
Salary: $3000 - $4500
Location: Lor Bakar Batu, Potong Pasir [Office] // Island-wide [Site]

Requirements:

Diploma in Mechanical Engineering
With experience in data centre / infrastructure / construction engineering is a plus

Jobs Scope:

Develops project objectives by reviewing project proposals and plans; conferring with management
Determines project responsibilities by identifying project phases and elements; assigning personnel to phases and elements; reviewing offers from contractors
Determines project specifications by studying product design, customer requirements, and performance standards; completing technical studies; preparing works estimates
Confirms product performance by designing and conducting tests
Determines project schedule by studying project plan and specifications; calculating time requirements; sequencing project elements
Maintains project schedule by monitoring project progress; coordinating activities; resolving problems
Controls project plan by reviewing design, specifications, and plan and schedule changes; recommending actions
Controls project costs by approving expenditures; administering contractor contracts
Prepares project status reports by collecting, analysing, and summarizing information and trends; recommending actions
Maintains safe and clean working environment by enforcing procedures, rules, and regulations
Maintains product and company reputation by complying with regulations
Maintains and controlling of paperwork and submittals for approval requirements
Contributes to team effort by accomplishing related results as needed
Travel to project sites to witness start-up, integration, and training session
Assist in preparation of tender or pre-sales work whenever necessary

If you are interested to apply, kindly WhatsApp me your updated resume in DOC file and allow our Consultant to match you with our Clients.
Whatsapp: +65 8204 7336
✉liki_wong@thesupremehr.com","['Submittals', 'Construction', 'Product Design', 'Active Directory', 'VMware', 'Scripting', 'Estimates', 'Windows Server', 'Windows', 'ITIL', 'Virtualization', 'Mechanical Engineering']"
281 - Regional Project Manager [ Data Center  /  Infrastructure  /  DCIM  /  BMS  /  Design  /  System  /  Building ],"SHENTON HOUSE, 3 SHENTON WAY 068805","Permanent, Full Time",Manager,5 years exp,Engineering,Monthly,"$7,000to$10,000","Regional Project Manager
Working day / time: Monday to Friday | 9am to 6pm
Salary: $7k to $10k
Location: Ubi

Job Description:
The Regional Project Manager is responsible for leading and delivering data center
infrastructure management (DCIM) and building management system (BMS) projects across
multiple locations in the region. This includes overseeing the design, implementation, and
maintenance of systems and processes that support the day-to-day operations of the data
center and the building.

Responsibilities:
• Lead cross-functional project teams to ensure successful delivery of DCIM and BMS projects across multiple locations in the region
• Develop project schedules, budgets, and resource plans, and monitor progress to ensure that projects are delivered on time and within budget
• Coordinate with stakeholders across different locations to gather requirements and develop project plans that meet their needs
• Oversee the implementation and integration of DCIM and BMS technologies, including monitoring, power management, and asset management systems, HVAC, lighting, and security systems
• Develop and maintain project documentation, including project plans, status reports, and change requests
• Monitor project risks and issues, and develop mitigation plans to address any challenges that arise
• Ensure that all projects are delivered in accordance with IT policies, standards, and procedures
• Provide regular project updates to senior management, stakeholders, and project teams
• Stay up-to-date with the latest industry trends and best practices, and identify opportunities to improve the DCIM and BMS project management process across the region.

Requirements:
• Bachelor's degree in Computer Science, Engineering, Business Administration, or equivalent.
• At least 7 years of experience in project management, with a focus on data center infrastructure management (DCIM) and building management system (BMS) projects, and experience managing projects across multiple locations
• PMP, Prince2, or other project management certification preferred
• Strong knowledge of DCIM and BMS technologies, including monitoring, power management, asset management, HVAC, lighting, and security systems
• Experience with project management methodologies, such as Agile and Waterfall","['Budgets', 'Asset Management', 'Lighting', 'Data Center', 'PRINCE2', 'Agile', 'HVAC', 'Administration', 'Power Management', 'Project Management', 'PMP']"
 , , , , , , , , , 
6109-Regional Project Manager [ Ubi  /  Data Center  /  BMS ],"SHENTON HOUSE, 3 SHENTON WAY 068805","Permanent, Full Time",Manager,5 years exp,"Engineering, General Management",Monthly,"$7,000to$10,000","• Singapore Based
• Attractive Salary Package
• Company Benefits & Incentives
• Interested applicants can also send your resume to ✉ supreme.parislow@gmail.com  and allow our Consultant to match you with our Clients.


Working day / time: Monday to Friday | 9am to 6pm
Salary: $7k to $10k
Location: Ubi

Responsibilities:

• Lead cross-functional project teams to ensure successful delivery of DCIM and BMS projects across multiple locations in the region
• Develop project schedules, budgets, and resource plans, and monitor progress to ensure that projects are delivered on time and within budget
• Coordinate with stakeholders across different locations to gather requirements and develop project plans that meet their needs
• Oversee the implementation and integration of DCIM and BMS technologies, including monitoring, power management, and asset management systems, HVAC, lighting, and security systems
• Develop and maintain project documentation, including project plans, status reports, and change requests
• Monitor project risks and issues, and develop mitigation plans to address any challenges that arise
• Ensure that all projects are delivered in accordance with IT policies, standards, and procedures

Interested applicant can send your resume to Paris Low at +65 90820524

The Supreme HR Advisory Pte Ltd
EA License No: 14C7279
EA Personnel : Low Pey Ning ( Paris Low )
EA Personnel Reg No : R22106109
","['Budgets', 'Asset Management', 'Leadership', 'Construction', 'Lighting', 'Interpersonal Skills', 'HVAC', 'Risk Management', 'Information Technology', 'Project Planning', 'Power Management', 'Project Management', 'Communication Skills', 'Team Player', 'Project Delivery', 'Software Development']"
Technical Project Manager (Data Engineering) - CL,"GUOCO TOWER, 1 WALLICH STREET 078881","Contract, Full Time",Middle Management,5 years exp,"Information Technology, Logistics / Supply Chain, Manufacturing",Monthly,"$7,000to$13,000","Responsibilities:

Understand project requirements and manage the scope and plan of the project to make sure it adheres to the timeline, budget and scope
Translate business requirements to technical specifications, provide high level solution design
Handle regular stakeholder communication and project updates


Requirements

5+ years of experience of managing engineering or data related projects
Work with the business users to understand business requirements and translate that to high level technical specifications
Manage and coordinate test plan, user sign off and go-live plan
Work on defining high level architecture and appreciate technical complexities required
Work with development team on effort assessment, and manage task assignments and deliverables
Strong communication skills to coordinate with project team, stakeholders and management
Comfortable working with both waterfall and agile methodologies
Working knowledge of SQL required


Nice to have
Knowledge of any programming language (Java, Python) and cloud deployments (CloudFoundry, AWS etc.) will be a plus.


Charles, Lau Ngie Hao License No. 02C3423 Personnel Registration No. R1656741

Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy","['MASSIVE', 'Operational Excellence', 'Scala', 'Data Modeling', 'Pipelines', 'Open Source Software', 'Hadoop', 'Agile Methodologies', 'ETL', 'Open Source', 'Data Engineering', 'SQL', 'Python', 'Data Science', 'Java', 'Business Requirements']"
 , , , , , , , , , 
 , , , , , , , , , 
Data Center UPS Sales Manager,1 RAFFLES QUAY 048583,"Permanent, Full Time",Manager,5 years exp,"Engineering, Sales / Retail",Monthly,"$6,000to$8,500","
Generate new business opportunities and proposes potential business deals
Works closely with local, regional, and global teams to close new business deals.
Establish, cultivate, and maintain key relationships with end customers, influencers, and contractors.
Establish budgetary forecasts and sales volume targets for the SEA DC market.
Identifies and support in qualification of strategic alliances to expand PS solution, products, and services; and business networking to leverage into additional markets.
Provide front line Data Center related marketing and technical support to distribution partners and dealers, as necessary.
Analyze sales and market data to provide relevant information to senior management for decision making.
Be the expert in Data Center power products and solutions, industry standards and overall on-site power system design and integration.
Ad hoc duties

Requirements:

Min Degree in Electrical/Mechanical Engineering
Min 6 – 8 years of relevant sales experience in Data Center Generators
Solid proven direct and channel sales track record.
Excellent communication and interpersonal skills

Interested & qualified applicants, please forward your latest CV in MS word format to fion@pnnacle.com.sg","['Troubleshooting', 'Unicorn', 'Hardware', 'Data Center', 'Interpersonal Skills', 'Asset Protection', 'Business Networking', 'Channel', 'Selling', 'Marketing', 'System Design', 'MS Word', 'Decision Making', 'Business Development', 'Corporate Security', 'Technical Support']"
2812 - Accounts Assistant [ AR  /  Trading  /  Coding  /  Data Entry  /  Billing  /  Oracle  /  Full Set ],"SHENTON HOUSE, 3 SHENTON WAY 068805","Permanent, Full Time",Junior Executive,2 years exp,Accounting / Auditing / Taxation,Monthly,"$2,600to$3,000","Accounts Assistant
5 days, 9am- 5.45pm
Salary: $2600 - $3000
Address: Bugis

Responsibilities:
AR function for Trading entity:

Processing of AR bills, including verification, coding, data entry and filing;
Processing of verified AR Receipts into Oracle System daily;
Ensure timely and accurate billing of AR bills;
Performs inter-company reconciliations on a monthly basis;
Updates Discounts & Rebates Files upon issuances of Sales Credit Notes;
Liaises with all other departments to complete AR process, e.g. required receipt information and verifications, etc;
Assists in AR monthly closing process;
Assists in other ad-hoc AR related matter from time to time

Other investment holding entities:

Prepare full sets of accounts, including accounts payable and accounts receivable functions;
Prepare accounting schedules for audit;
Prepare financial and statistical statements and reports;
Analyse financial information to identify discrepancies;
Maintain confidentiality of all financial data;

Requirements:

Minimum Diploma in Finance / Accountancy / LCCI or equivalent
1 to 2 years relevant experience
Experience in Oracle will be advantageous
Proficient in Microsoft Office Excel and Word
Meticulous and able to handle data entries accurately and efficiently
Able to work independently with minimum supervision in fast-paced and high-volume environment with emphasis on accuracy and timeliness
Able to meet tight deadline for monthly closing
","['Sales', 'Accounts Payable', 'Microsoft Office', 'Oracle', 'Data Entry', 'Accounts Receivable', 'Accounting', 'Excel', 'Audit', 'Able To Work Independently']"
Assessment / Data Entry Operator,"WOODLANDS SPECTRUM, 2 WOODLANDS SECTOR 1 738068",Full Time,Non-executive,1 year exp,General Work,Monthly,"$2,000to$2,800","Laundry Assessment/Data Entry Admin

Roles & Responsibilities:
- Receive of garments/pickups from logistics/drivers
- Identify garments type/brand/color/etc and entry to computer system/app
- Assess of garments conditions and suitability for processing
- Sorting/packing of garments (when assigned)
- Housekeeping of workspace
- supervise team members on completion of tasks assigned

Requirements:
- Able to operate computer/mobile app (training of system will be provided)
- Able to read, write and communicate in English
- Able to use basic productivity software (example excel, or bookkeeping)
- Able to handle/carry min 5kg load
- Able to identify colours
- No experience required

Working Hours
- Day Shift (8am – 5pm)
- Night Shift (11pm – 7:30am)
- 5/5.5 days as per shift schedule (work timing may change to base on workload requirement)

Salary ($2000 - $2800)

We sincerely apologize that available positions for Singaporean/Permanent Residents only.

All interested applicants may apply, we may shortlist you for other roles or higher position (team lead) whenever possible.","['Always Punctual', 'Schedule', 'Housekeeping', 'Punctual', 'qualifications', 'book keeping', 'Data Entry', 'Team Player', 'Training', 'environment', 'On time']"
Data Science Advisor (MBA),South Changi Business Park Central 1 486036,Full Time,Non-executive,4 years exp,Information Technology,Monthly,"$7,000to$14,000","You will:
• Collaborate with internal and external teams to understand customer requirements
• Develop and apply a broad range of techniques and theories from statistics, machine learning, and business intelligence to deliver actionable business insights
• Develop and drive testing of algorithms efficacy for differing analytical use-cases
• Performs end-to-end steps involved in model development while establishing subject-matter expertise
• Work with the academic and business community to develop new techniques and to contribute to research in the area of large databases

Take the first step towards your dream career
Every Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:

Essential Requirements
• Solid statistical skills
• Solid Advanced Excel, VBA, Python, SQL, Power BI Skills
• Good understanding of business environment and industry trends
• Good communication and problem-solving skills and being customer focused

Desirable Requirements
• Bachelor’s degree
• Ability to act as a coach to the team
• Strong product/technology/industry knowledge","['Statistical Programming', 'Machine Learning', 'Business Intelligence', 'Mathematics', 'Advanced Excel', 'VBA', 'Open Source', 'SQL', 'Python', 'Statistics', 'Data Science', 'Data Analytics', 'Power BI', 'Excel VBA', 'Databases']"
Sales & Marketing Coordinator [Telesales /  Data analysis /  5 days /  Geylang] (JQ),"SHENTON HOUSE, 3 SHENTON WAY 068805","Permanent, Full Time",Junior Executive,2 years exp,"Admin / Secretarial, Customer Service",Monthly,"$2,200to$2,500","Salary : $2200-$2500 + Commission
Monday – Friday 9am - 6pm
Location: Geylang/Sims Drive

Job Scope:

Providing sales and administrative support involving efficient handling of sales and marketing plans by the management
Maintaining a healthy relationship with existing customers while opening new doors
Execution of e-commerce orders including processing and packing of orders
Processing daily orders obtained by the local outdoor sales team
Providing customer service via email, e-commerce platforms and phone calls, at times will also be required to do customer visitation
Assisting the Manager with the coordination of sales, stock management and order merchandise.
Managing customer sales and marketing materials
Assist the manager in sales proposal/budget and following ups
Recording new job file in the system which includes job and customer information
All other administrative duties may be required from time to time

Requirement

NAV system knowledge will be of advantage.
","['Sales', 'Telesales', 'Interpersonal Skills', 'Customer Information', 'Invoicing', 'Administration', 'Marketing', 'Data Entry', 'Administrative Support', 'Customer Service', 'Data']"
